datetimeisoformat,ODO_sta,ODO_par1,ODO_par2,ODO_temp,ODO11_sta,ODO11_par1,ODO11_par2,ODO11_temp,PH_sta,PH_par1,PH_par2,PH_temp,C4E_sta,C4E_par1,C4E_par2,C4E_par3,C4E_temp,TUR_sta,TUR_par1,TUR_par2,TUR_par3,TUR_temp
2022-06-02T04:50:48.510868+00:00,0x20,104.592,9.642,19.42,0x20,105.345,10.025,17.91,0x20,8.486,298.338,19.12,0x20,180.024,0.096,90.876,19.07,0x20,14.399,14.399,24.25,19.11
2022-06-02T04:51:47.660782+00:00,0x20,104.636,9.645,19.43,0x20,105.341,10.015,17.95,0x20,8.489,298.079,19.13,0x20,180.031,0.096,90.88,19.06,0x20,14.211,14.211,23.85,19.15
2022-06-02T04:52:46.538128+00:00,0x20,104.663,9.646,19.44,0x20,105.388,10.042,17.84,0x20,8.49,297.871,19.14,0x20,179.959,0.096,90.843,19.09,0x20,15.047,15.047,25.17,19.15
2022-06-02T04:53:45.764204+00:00,0x20,104.699,9.65,19.43,0x20,105.536,10.107,17.61,0x20,8.491,297.706,19.14,0x20,180.017,0.096,90.873,19.08,0x20,15.466,15.466,25.76,19.15
2022-06-02T04:54:46.103842+00:00,0x20,104.709,9.65,19.44,0x20,105.479,10.079,17.71,0x20,8.492,297.582,19.14,0x20,179.977,0.096,90.852,19.08,0x20,14.772,14.772,24.88,19.15
2022-06-02T04:55:46.717807+00:00,0x20,104.732,9.652,19.44,0x20,105.425,10.062,17.77,0x20,8.492,297.46,19.15,0x20,179.945,0.096,90.836,19.09,0x20,14.504,14.504,24.82,19.15
2022-06-02T04:56:45.517435+00:00,0x20,104.74,9.653,19.44,0x20,105.364,10.045,17.82,0x20,8.492,297.351,19.14,0x20,179.94,0.096,90.834,19.09,0x20,14.33,14.33,24.61,19.15
2022-06-02T04:57:44.527528+00:00,0x20,104.728,9.653,19.44,0x20,105.41,10.069,17.73,0x20,8.491,297.27,19.14,0x20,179.987,0.096,90.857,19.08,0x20,14.478,14.478,24.9,19.15
2022-06-02T04:58:45.242697+00:00,0x20,104.719,9.651,19.44,0x20,105.471,10.1,17.61,0x20,8.491,297.167,19.14,0x20,179.945,0.096,0,19.08,0x20,14.713,14.713,25.19,19.15
2022-06-02T04:59:45.857958+00:00,0x20,104.714,9.651,19.44,0x20,105.508,10.11,17.58,0x20,8.49,297.071,19.14,0x20,179.928,0.096,90.828,19.09,0x20,14.558,14.558,25.14,19.15
2022-06-02T05:00:44.748491+00:00,0x20,104.665,9.646,19.44,0x20,105.515,10.107,17.59,0x20,8.489,296.985,19.14,0x20,179.938,0.096,90.833,19.09,0x20,15.189,15.189,26.04,19.15
2022-06-02T05:01:43.525835+00:00,0x20,104.656,9.646,19.44,0x20,105.499,10.085,17.69,0x20,8.488,296.953,19.14,0x20,179.984,0.096,90.856,19.09,0x20,15.737,15.737,26.67,19.15
2022-06-02T05:02:42.625198+00:00,0x20,104.647,9.647,19.42,0x20,105.564,10.087,17.71,0x20,8.489,296.846,19.13,0x20,180.046,0.097,90.887,19.06,0x20,15.2,15.2,25.75,19.15
2022-06-02T05:03:42.958704+00:00,0x20,104.634,9.644,19.44,0x20,105.669,10.119,17.61,0x20,8.49,296.727,19.14,0x20,180.028,0.096,90.878,19.07,0x20,15.459,15.459,26.39,19.15
2022-06-02T05:04:43.630002+00:00,0x20,104.656,9.646,19.44,0x20,105.67,10.113,17.64,0x20,8.491,296.572,19.14,0x20,180.016,0.096,90.872,19.09,0x20,15.383,15.383,26.02,19.15
2022-06-02T05:05:42.526364+00:00,0x20,104.669,9.647,19.44,0x20,105.635,10.091,17.72,0x20,8.492,296.409,19.15,0x20,179.998,0.096,90.863,19.09,0x20,14.843,14.843,25.18,19.15
2022-06-02T05:06:42.102113+00:00,0x20,104.663,9.645,19.44,0x20,105.715,10.116,17.64,0x20,8.494,296.191,19.15,0x20,179.981,0.096,90.854,19.09,0x20,15.053,15.053,25.36,19.15
2022-06-02T05:07:42.738966+00:00,0x20,104.661,9.645,19.44,0x20,105.715,10.098,17.73,0x20,8.495,295.962,19.15,0x20,179.983,0.096,90.855,19.1,0x20,15.441,15.441,25.83,19.15
2022-06-02T05:08:41.484951+00:00,0x20,104.677,9.647,19.44,0x20,105.716,10.077,17.83,0x20,8.496,295.783,19.15,0x20,180.032,0.096,90.88,19.09,0x20,14.504,14.504,24.47,19.15
2022-06-02T05:09:40.764903+00:00,0x20,104.647,9.645,19.44,0x20,105.751,10.084,17.81,0x20,8.497,295.553,19.14,0x20,180.093,0.097,90.911,19.08,0x20,14.536,14.536,24.43,19.15
2022-06-02T05:10:41.077944+00:00,0x20,104.653,9.645,19.44,0x20,105.807,10.106,17.73,0x20,8.497,295.323,19.14,0x20,180.094,0.097,90.911,19.08,0x20,14.194,14.194,24.04,19.15
2022-06-02T05:11:41.796863+00:00,0x20,104.636,9.644,19.43,0x20,105.764,10.11,17.69,0x20,8.497,295.118,19.14,0x20,180.11,0.097,90.92,19.08,0x20,13.783,13.783,23.7,19.15
2022-06-02T05:12:40.603608+00:00,0x20,104.686,9.649,19.43,0x20,105.72,10.105,17.7,0x20,8.497,295.047,19.14,0x20,180.139,0.097,90.934,19.07,0x20,13.901,13.901,24.23,19.15
2022-06-02T05:13:39.385607+00:00,0x20,104.709,9.652,19.43,0x20,105.801,10.137,17.58,0x20,8.496,294.978,19.14,0x20,180.153,0.097,90.941,19.07,0x20,13.441,13.441,23.39,19.15
2022-06-02T05:14:38.511102+00:00,0x20,104.737,9.654,19.43,0x20,105.795,10.133,17.6,0x20,8.496,294.878,19.13,0x20,180.107,0.097,90.918,19.08,0x20,13.708,13.708,23.99,19.15
2022-06-02T05:15:38.916091+00:00,0x20,104.786,9.658,19.43,0x20,105.8,10.139,17.57,0x20,8.496,294.778,19.14,0x20,180.124,0.097,90.926,19.08,0x20,14.401,14.401,24.78,19.15
2022-06-02T05:16:39.543832+00:00,0x20,104.867,9.666,19.44,0x20,105.914,10.187,17.4,0x20,8.495,294.715,19.14,0x20,180.169,0.097,90.95,19.08,0x20,14.457,14.457,24.95,19.15
2022-06-02T05:17:38.456010+00:00,0x20,104.937,9.672,19.44,0x20,105.952,10.203,17.34,0x20,8.495,294.601,19.14,0x20,180.144,0.097,90.937,19.08,0x20,14.246,14.246,24.59,19.15
2022-06-02T05:18:37.557754+00:00,0x20,105.008,9.678,19.44,0x20,105.96,10.205,17.34,0x20,8.496,294.506,19.15,0x20,180.08,0.097,90.905,19.09,0x20,15.511,15.511,26.52,19.15
2022-06-02T05:19:37.855938+00:00,0x20,105.11,9.687,19.44,0x20,106.085,10.234,17.26,0x20,8.497,294.398,19.14,0x20,180.098,0.097,90.913,19.08,0x20,16.435,16.435,27.94,19.15
2022-06-02T05:20:36.706113+00:00,0x20,105.196,9.696,19.43,0x20,106.163,10.241,17.26,0x20,8.498,294.312,19.14,0x20,180.118,0.097,90.924,19.08,0x20,15.662,15.662,26.77,19.15
2022-06-02T05:21:35.628156+00:00,0x20,105.31,9.707,19.43,0x20,106.277,10.255,17.25,0x20,8.5,294.176,19.14,0x20,180.059,0.097,90.894,19.08,0x20,15.708,15.708,26.92,19.15
2022-06-02T05:22:34.483493+00:00,0x20,105.361,9.711,19.44,0x20,106.353,10.252,17.3,0x20,8.503,293.9,19.14,0x20,180.04,0.097,90.884,19.09,0x20,15.987,15.987,26.9,19.15
2022-06-02T05:23:33.523288+00:00,0x20,105.423,9.717,19.43,0x20,106.519,10.281,17.24,0x20,8.505,293.639,19.14,0x20,180.063,0.097,90.896,19.07,0x20,16.009,16.009,27.04,19.15
2022-06-02T05:24:32.393839+00:00,0x20,105.509,9.726,19.43,0x20,106.668,10.309,17.18,0x20,8.507,293.444,19.13,0x20,180.02,0.096,90.874,19.07,0x20,16.577,16.577,27.47,19.15
2022-06-02T05:25:31.539137+00:00,0x20,105.561,9.731,19.43,0x20,106.778,10.33,17.13,0x20,8.509,293.277,19.14,0x20,180.006,0.096,90.867,19.07,0x20,15.841,15.841,26.43,19.15
2022-06-02T05:26:31.853243+00:00,0x20,105.611,9.735,19.43,0x20,106.927,10.347,17.12,0x20,8.512,293.072,19.14,0x20,179.936,0.096,90.832,19.08,0x20,15.26,15.26,25.53,19.15
2022-06-02T05:27:30.773159+00:00,0x20,105.659,9.74,19.43,0x20,107.02,10.355,17.12,0x20,8.515,292.903,19.14,0x20,180.003,0.096,90.865,19.07,0x20,15.107,15.107,25.42,19.15
2022-06-02T05:28:29.653907+00:00,0x20,105.698,9.743,19.43,0x20,107.1,10.363,17.12,0x20,8.517,292.722,19.14,0x20,179.978,0.096,90.853,19.08,0x20,14.072,14.072,23.86,19.15
2022-06-02T05:29:28.596765+00:00,0x20,105.721,9.744,19.43,0x20,107.18,10.368,17.13,0x20,8.518,292.592,19.14,0x20,179.977,0.096,90.852,19.08,0x20,12.425,12.425,21.25,19.15
2022-06-02T05:30:27.604826+00:00,0x20,105.752,9.747,19.44,0x20,107.245,10.375,17.13,0x20,8.519,292.485,19.14,0x20,179.978,0.096,90.853,19.08,0x20,13.183,13.183,21.98,19.15
2022-06-02T05:31:26.536199+00:00,0x20,105.767,9.748,19.44,0x20,107.294,10.379,17.13,0x20,8.52,292.379,19.14,0x20,180.01,0.096,90.869,19.09,0x20,12.687,12.687,21.07,19.15
2022-06-02T05:32:25.491055+00:00,0x20,105.765,9.748,19.44,0x20,107.315,10.382,17.13,0x20,8.519,292.321,19.14,0x20,180.043,0.097,90.885,19.08,0x20,12.614,12.614,21.15,19.15
2022-06-02T05:33:24.578253+00:00,0x20,105.79,9.751,19.44,0x20,107.319,10.384,17.12,0x20,8.517,292.29,19.14,0x20,180.092,0.097,90.91,19.08,0x20,12.335,12.335,20.63,19.15
2022-06-02T05:34:25.110158+00:00,0x20,105.769,9.749,19.43,0x20,107.313,10.382,17.13,0x20,8.516,292.246,19.14,0x20,180.126,0.097,90.928,19.08,0x20,12.304,12.304,20.84,19.15
2022-06-02T05:35:25.825957+00:00,0x20,105.792,9.749,19.44,0x20,107.333,10.386,17.12,0x20,8.517,292.187,19.15,0x20,180.044,0.097,90.886,19.1,0x20,13.149,13.149,22.25,19.15
2022-06-02T05:36:24.834645+00:00,0x20,105.815,9.752,19.44,0x20,107.294,10.385,17.11,0x20,8.517,292.222,19.14,0x20,180.133,0.097,90.931,19.08,0x20,13.513,13.513,22.92,19.15
2022-06-02T05:37:23.697972+00:00,0x20,105.835,9.755,19.44,0x20,107.332,10.403,17.04,0x20,8.515,292.281,19.14,0x20,180.114,0.097,90.922,19.09,0x20,14.144,14.144,23.54,19.15
2022-06-02T05:38:22.651247+00:00,0x20,105.81,9.752,19.44,0x20,107.329,10.409,17.01,0x20,8.514,292.361,19.14,0x20,180.179,0.097,90.954,19.09,0x20,14.485,14.485,25.43,19.15
2022-06-02T05:39:21.558110+00:00,0x20,105.807,9.751,19.44,0x20,107.256,10.391,17.07,0x20,8.513,292.448,19.14,0x20,180.187,0.097,90.958,19.09,0x20,14.991,14.991,26.08,19.15
2022-06-02T05:40:21.982205+00:00,0x20,105.794,9.75,19.44,0x20,107.287,10.408,17,0x20,8.512,292.52,19.14,0x20,180.197,0.097,90.964,19.09,0x20,14.359,14.359,25.37,19.15
2022-06-02T05:41:22.850878+00:00,0x20,105.77,9.748,19.44,0x20,107.286,10.412,16.98,0x20,8.51,292.568,19.14,0x20,180.228,0.097,90.979,19.08,0x20,14.823,14.823,26.04,19.15
2022-06-02T05:42:21.880369+00:00,0x20,105.745,9.746,19.44,0x20,107.317,10.41,17,0x20,8.51,292.594,19.14,0x20,180.2,0.097,90.965,19.08,0x20,14.776,14.776,25.76,19.15
2022-06-02T05:43:21.223596+00:00,0x20,105.733,9.744,19.44,0x20,107.316,10.389,17.1,0x20,8.509,292.629,19.14,0x20,180.16,0.097,90.945,19.09,0x20,15.238,15.238,26.34,19.15
2022-06-02T05:44:20.547416+00:00,0x20,105.72,9.744,19.44,0x20,107.366,10.392,17.11,0x20,8.509,292.622,19.14,0x20,180.211,0.097,90.97,19.08,0x20,15.058,15.058,26.26,19.15
2022-06-02T05:45:20.422812+00:00,0x20,105.664,9.739,19.44,0x20,107.424,10.397,17.11,0x20,8.508,292.566,19.14,0x20,180.245,0.097,90.988,19.08,0x20,14.796,14.796,25.45,19.15
2022-06-02T05:46:20.892334+00:00,0x20,105.589,9.731,19.44,0x20,107.488,10.403,17.11,0x20,8.507,292.466,19.14,0x20,180.194,0.097,90.962,19.09,0x20,14.815,14.815,25.22,19.15
2022-06-02T05:47:21.141732+00:00,0x20,105.58,9.73,19.44,0x20,107.529,10.406,17.12,0x20,8.509,292.326,19.14,0x20,180.184,0.097,90.957,19.09,0x20,14.46,14.46,24.9,19.16
2022-06-02T05:48:20.411626+00:00,0x20,105.629,9.736,19.43,0x20,107.553,10.406,17.12,0x20,8.512,292.112,19.14,0x20,180.143,0.097,90.936,19.08,0x20,15.276,15.276,24.77,19.15
2022-06-02T05:49:20.759577+00:00,0x20,105.695,9.741,19.44,0x20,107.56,10.407,17.12,0x20,8.515,291.878,19.15,0x20,180.145,0.097,90.937,19.09,0x20,15.806,15.806,25.83,19.15
2022-06-02T05:50:19.620423+00:00,0x20,105.75,9.746,19.44,0x20,107.556,10.406,17.12,0x20,8.518,291.616,19.15,0x20,180.087,0.097,90.908,19.11,0x20,16.444,16.444,26.15,19.16
2022-06-02T05:51:18.874172+00:00,0x20,105.824,9.752,19.44,0x20,107.588,10.408,17.13,0x20,8.523,291.367,19.15,0x20,180.102,0.097,90.916,19.1,0x20,16.691,16.691,26.82,19.15
2022-06-02T05:52:17.680035+00:00,0x20,105.941,9.763,19.44,0x20,107.564,10.405,17.14,0x20,8.526,291.126,19.15,0x20,180.132,0.097,90.931,19.1,0x20,16.784,16.784,27.01,19.16
2022-06-02T05:53:16.408594+00:00,0x20,106.032,9.773,19.44,0x20,107.508,10.399,17.14,0x20,8.531,290.845,19.14,0x20,180.262,0.097,90.996,19.08,0x20,17.565,17.565,28.24,19.16
2022-06-02T05:54:15.462193+00:00,0x20,106.147,9.782,19.44,0x20,107.465,10.398,17.12,0x20,8.535,290.603,19.15,0x20,180.196,0.097,90.963,19.1,0x20,17.126,17.126,27.39,19.15
2022-06-02T05:55:15.845230+00:00,0x20,106.277,9.794,19.44,0x20,107.414,10.394,17.12,0x20,8.54,290.323,19.15,0x20,180.198,0.097,90.964,19.1,0x20,16.518,16.518,26.78,19.16
2022-06-02T05:56:14.741117+00:00,0x20,106.394,9.805,19.44,0x20,107.408,10.39,17.13,0x20,8.544,290.072,19.15,0x20,180.224,0.097,90.977,19.1,0x20,17.011,17.011,27.51,19.16
2022-06-02T05:57:13.772867+00:00,0x20,106.469,9.811,19.44,0x20,107.321,10.355,17.25,0x20,8.546,289.832,19.15,0x20,180.212,0.097,90.971,19.11,0x20,16.292,16.292,26.42,19.16
2022-06-02T05:58:12.753141+00:00,0x20,106.535,9.818,19.44,0x20,107.286,10.327,17.37,0x20,8.547,289.619,19.15,0x20,180.245,0.097,90.988,19.11,0x20,15.253,15.253,24.85,19.16
2022-06-02T05:59:11.665670+00:00,0x20,106.538,9.818,19.44,0x20,107.254,10.297,17.49,0x20,8.548,289.423,19.15,0x20,180.208,0.097,90.969,19.11,0x20,15.283,15.283,24.84,19.16
2022-06-02T06:00:10.937354+00:00,0x20,106.573,9.821,19.44,0x20,107.274,10.309,17.44,0x20,8.549,289.207,19.15,0x20,180.252,0.097,90.991,19.11,0x20,14.547,14.547,24.4,19.16
2022-06-02T06:01:09.967056+00:00,0x20,106.613,9.825,19.44,0x20,107.308,10.333,17.35,0x20,8.55,288.999,19.15,0x20,180.305,0.097,91.018,19.11,0x20,14.752,14.752,24.54,19.16
2022-06-02T06:02:10.391650+00:00,0x20,106.625,9.826,19.44,0x20,107.359,10.359,17.25,0x20,8.55,288.774,19.15,0x20,180.354,0.097,91.043,19.09,0x20,14.791,14.791,24.81,19.16
2022-06-02T06:03:08.547226+00:00,0x20,106.625,9.827,19.44,0x20,107.256,10.33,17.34,0x20,8.55,288.543,19.14,0x20,180.365,0.097,91.048,19.09,0x20,14.276,14.276,24.42,19.15
2022-06-02T06:04:07.444966+00:00,0x20,106.614,9.825,19.44,0x20,107.308,10.385,17.11,0x20,8.55,288.324,19.15,0x20,180.348,0.097,91.04,19.09,0x20,14.241,14.241,24.57,19.16
2022-06-02T06:05:06.481724+00:00,0x20,106.638,9.829,19.44,0x20,107.28,10.383,17.11,0x20,8.551,288.159,19.14,0x20,180.44,0.097,91.086,19.07,0x20,14.25,14.25,24.52,19.15
2022-06-02T06:06:06.853593+00:00,0x20,106.662,9.831,19.44,0x20,107.232,10.376,17.12,0x20,8.55,288.014,19.14,0x20,180.377,0.097,91.054,19.08,0x20,14.157,14.157,24.56,19.15
2022-06-02T06:07:05.680179+00:00,0x20,106.654,9.829,19.44,0x20,107.124,10.37,17.1,0x20,8.549,287.918,19.14,0x20,180.357,0.097,91.044,19.09,0x20,14.358,14.358,24.63,19.16
2022-06-02T06:08:04.493117+00:00,0x20,106.646,9.828,19.44,0x20,107.055,10.362,17.11,0x20,8.549,287.858,19.15,0x20,180.391,0.097,91.061,19.09,0x20,14.153,14.153,24.41,19.16
2022-06-02T06:09:03.590042+00:00,0x20,106.659,9.83,19.44,0x20,107.029,10.355,17.13,0x20,8.549,287.747,19.15,0x20,180.404,0.097,91.068,19.09,0x20,14.25,14.25,24.39,19.16
2022-06-02T06:10:03.871364+00:00,0x20,106.663,9.83,19.44,0x20,107.09,10.36,17.13,0x20,8.548,287.695,19.15,0x20,180.351,0.097,91.041,19.09,0x20,14.069,14.069,24.07,19.16
2022-06-02T06:11:03.162199+00:00,0x20,106.668,9.833,19.43,0x20,107.05,10.316,17.31,0x20,8.548,287.616,19.13,0x20,180.387,0.097,91.059,19.07,0x20,13.394,13.394,22.87,19.15
2022-06-02T06:12:02.539026+00:00,0x20,106.67,9.835,19.42,0x20,107.021,10.275,17.49,0x20,8.548,287.566,19.13,0x20,180.449,0.097,91.091,19.06,0x20,12.929,12.929,22.16,19.15
2022-06-02T06:13:03.411769+00:00,0x20,106.694,9.838,19.42,0x20,107.219,10.346,17.25,0x20,8.548,287.505,19.12,0x20,180.451,0.097,91.092,19.06,0x20,12.486,12.486,21.06,19.14
2022-06-02T06:14:02.438878+00:00,0x20,106.725,9.841,19.41,0x20,107.272,10.319,17.4,0x20,8.548,287.431,19.12,0x20,180.373,0.097,91.052,19.07,0x20,12.431,12.431,20.74,19.13
2022-06-02T06:15:01.528180+00:00,0x20,106.712,9.84,19.42,0x20,107.402,10.363,17.25,0x20,8.547,287.392,19.12,0x20,180.366,0.097,91.049,19.08,0x20,12.459,12.459,20.74,19.13
2022-06-02T06:16:02.070987+00:00,0x20,106.762,9.859,19.34,0x20,107.493,10.4,17.13,0x20,8.547,287.334,19.07,0x20,180.459,0.097,91.096,19.04,0x20,12.468,12.468,20.78,19.11
2022-06-02T06:17:02.677163+00:00,0x20,106.813,9.86,19.36,0x20,107.509,10.367,17.28,0x20,8.548,287.219,19.08,0x20,180.428,0.097,91.08,19.04,0x20,12.628,12.628,21.39,19.11
2022-06-02T06:18:02.362035+00:00,0x20,106.875,9.867,19.35,0x20,107.474,10.346,17.36,0x20,8.551,287.046,19.07,0x20,180.34,0.097,91.036,19.05,0x20,13.684,13.684,22.91,19.1
2022-06-02T06:19:01.443774+00:00,0x20,106.942,9.87,19.37,0x20,107.446,10.341,17.37,0x20,8.552,286.922,19.09,0x20,180.343,0.097,91.037,19.04,0x20,12.99,12.99,21.89,19.11
2022-06-02T06:20:00.568522+00:00,0x20,106.995,9.876,19.36,0x20,107.289,10.281,17.58,0x20,8.552,286.8,19.09,0x20,180.353,0.097,91.042,19.04,0x20,12.937,12.937,21.98,19.11
2022-06-02T06:21:00.965480+00:00,0x20,106.992,9.872,19.38,0x20,107.217,10.274,17.58,0x20,8.553,286.709,19.09,0x20,180.328,0.097,91.03,19.04,0x20,12.749,12.749,21.89,19.1
2022-06-02T06:22:01.674620+00:00,0x20,107.009,9.872,19.39,0x20,107.253,10.322,17.37,0x20,8.553,286.569,19.1,0x20,180.235,0.097,90.982,19.05,0x20,13.732,13.732,23.24,19.1
2022-06-02T06:23:01.432364+00:00,0x20,107.027,9.878,19.37,0x20,107.379,10.389,17.13,0x20,8.553,286.479,19.09,0x20,180.198,0.097,90.964,19.04,0x20,13.823,13.823,23.6,19.11
2022-06-02T06:24:00.409554+00:00,0x20,107.043,9.88,19.37,0x20,107.315,10.375,17.16,0x20,8.553,286.342,19.09,0x20,180.198,0.097,90.964,19.04,0x20,14.135,14.135,24.16,19.11
2022-06-02T06:24:59.548447+00:00,0x20,107.046,9.883,19.35,0x20,107.33,10.385,17.12,0x20,8.554,286.203,19.07,0x20,180.136,0.097,90.933,19.04,0x20,14.422,14.422,24.59,19.1
2022-06-02T06:26:00.130474+00:00,0x20,107.063,9.889,19.33,0x20,107.321,10.387,17.11,0x20,8.554,286.067,19.06,0x20,180.202,0.097,90.966,19.03,0x20,14.081,14.081,23.04,19.09
2022-06-02T06:26:59.419014+00:00,0x20,107.017,9.879,19.36,0x20,107.26,10.381,17.11,0x20,8.553,285.966,19.09,0x20,180.135,0.097,90.932,19.04,0x20,14.259,14.259,23.1,19.09
2022-06-02T06:27:59.900649+00:00,0x20,106.987,9.88,19.34,0x20,107.243,10.377,17.12,0x20,8.552,285.893,19.06,0x20,180.171,0.097,90.95,19.03,0x20,14.236,14.236,23.22,19.09
2022-06-02T06:29:00.569298+00:00,0x20,106.921,9.876,19.33,0x20,107.254,10.378,17.12,0x20,8.551,285.814,19.06,0x20,180.179,0.097,90.954,19.02,0x20,14.299,14.299,23.75,19.07
2022-06-02T06:29:59.670988+00:00,0x20,106.874,9.872,19.33,0x20,107.243,10.374,17.13,0x20,8.549,285.739,19.05,0x20,180.203,0.097,90.967,19.01,0x20,15.02,15.02,24.68,19.06
2022-06-02T06:31:00.324341+00:00,0x20,106.854,9.87,19.33,0x20,107.238,10.374,17.13,0x20,8.548,285.66,19.05,0x20,180.235,0.097,90.982,19,0x20,15.854,15.854,25.38,19.05
2022-06-02T06:31:59.378403+00:00,0x20,106.827,9.867,19.33,0x20,107.27,10.38,17.12,0x20,8.547,285.62,19.05,0x20,180.212,0.097,90.971,19.01,0x20,14.955,14.955,24.1,19.06
2022-06-02T06:32:59.742126+00:00,0x20,106.811,9.866,19.33,0x20,107.344,10.384,17.13,0x20,8.546,285.565,19.05,0x20,180.209,0.097,90.97,19.01,0x20,14.716,14.716,23.77,19.05
2022-06-02T06:33:58.529802+00:00,0x20,106.757,9.861,19.33,0x20,107.274,10.345,17.28,0x20,8.544,285.55,19.05,0x20,180.19,0.097,90.96,19.02,0x20,14.673,14.673,24.36,19.06
2022-06-02T06:34:57.682888+00:00,0x20,106.739,9.859,19.33,0x20,107.317,10.349,17.28,0x20,8.543,285.57,19.06,0x20,180.194,0.097,90.962,19.03,0x20,14.437,14.437,24.16,19.08
2022-06-02T06:35:56.483928+00:00,0x20,106.698,9.85,19.36,0x20,107.38,10.38,17.17,0x20,8.542,285.518,19.07,0x20,180.127,0.097,90.928,19.05,0x20,14.645,14.645,25.32,19.09
2022-06-02T06:36:55.502513+00:00,0x20,106.686,9.854,19.33,0x20,107.393,10.389,17.13,0x20,8.541,285.482,19.06,0x20,180.228,0.097,90.979,19.02,0x20,14.31,14.31,24.91,19.08
2022-06-02T06:37:55.696194+00:00,0x20,106.679,9.853,19.33,0x20,107.34,10.363,17.23,0x20,8.54,285.384,19.06,0x20,180.182,0.097,90.956,19.03,0x20,13.245,13.245,23.18,19.08
2022-06-02T06:38:54.530617+00:00,0x20,106.673,9.851,19.34,0x20,107.253,10.327,17.35,0x20,8.54,285.26,19.07,0x20,180.132,0.097,90.93,19.05,0x20,13.342,13.342,22.78,19.08
2022-06-02T06:39:53.522113+00:00,0x20,106.67,9.848,19.36,0x20,107.155,10.302,17.42,0x20,8.541,285.098,19.08,0x20,180.138,0.097,90.934,19.04,0x20,12.904,12.904,22.3,19.09
2022-06-02T06:40:53.896019+00:00,0x20,106.681,9.849,19.36,0x20,107.268,10.377,17.13,0x20,8.542,284.962,19.08,0x20,180.111,0.097,90.92,19.04,0x20,12.098,12.098,21.54,19.09
2022-06-02T06:41:54.569199+00:00,0x20,106.703,9.846,19.38,0x20,107.246,10.377,17.12,0x20,8.543,284.844,19.09,0x20,180.151,0.097,90.94,19.04,0x20,13.228,13.228,22.91,19.11
2022-06-02T06:42:53.603452+00:00,0x20,106.722,9.846,19.39,0x20,107.21,10.366,17.16,0x20,8.544,284.714,19.1,0x20,180.162,0.097,90.946,19.05,0x20,13.516,13.516,23.1,19.11
2022-06-02T06:43:53.866354+00:00,0x20,106.79,9.855,19.37,0x20,107.111,10.335,17.25,0x20,8.545,284.613,19.1,0x20,180.209,0.097,90.97,19.04,0x20,13.772,13.772,22.9,19.11
2022-06-02T06:44:52.564195+00:00,0x20,106.837,9.864,19.35,0x20,107.057,10.308,17.35,0x20,8.547,284.471,19.07,0x20,180.138,0.097,90.933,19.05,0x20,13.909,13.909,22.92,19.09
2022-06-02T06:45:51.416789+00:00,0x20,106.873,9.871,19.33,0x20,107.002,10.261,17.54,0x20,8.548,284.365,19.07,0x20,180.165,0.097,90.947,19.03,0x20,13.219,13.219,21.97,19.09
2022-06-02T06:46:50.521587+00:00,0x20,106.921,9.874,19.34,0x20,106.991,10.248,17.6,0x20,8.55,284.24,19.07,0x20,180.125,0.097,90.927,19.04,0x20,13.413,13.413,22.12,19.09
2022-06-02T06:47:50.918715+00:00,0x20,106.955,9.876,19.34,0x20,107.054,0,17.4,0x20,8.551,284.161,19.07,0x20,180.106,0.097,90.917,19.04,0x20,13.39,13.39,22.12,19.09
2022-06-02T06:48:49.879870+00:00,0x20,107.003,9.88,19.35,0x20,106.986,10.288,17.41,0x20,8.552,284.093,19.07,0x20,180.117,0.097,90.923,19.04,0x20,12.805,12.805,21.47,19.09
2022-06-02T06:49:50.521682+00:00,0x20,107.068,9.887,19.34,0x20,107.046,10.329,17.25,0x20,8.554,284.067,19.07,0x20,180.132,0.097,90.93,19.04,0x20,12.544,12.544,21.07,19.09
2022-06-02T06:50:49.624663+00:00,0x20,107.111,9.891,19.34,0x20,107.152,10.366,17.13,0x20,8.555,284.037,19.07,0x20,180.16,0.097,90.945,19.04,0x20,12.631,12.631,21.05,19.09
2022-06-02T06:51:49.912918+00:00,0x20,107.125,9.887,19.37,0x20,107.106,10.326,17.29,0x20,8.555,283.963,19.09,0x20,180.224,0.097,90.977,19.04,0x20,11.171,11.171,19.1,19.1
2022-06-02T06:52:50.553932+00:00,0x20,107.136,9.878,19.42,0x20,106.941,10.255,17.55,0x20,8.556,283.868,19.12,0x20,180.1,0.097,90.915,19.06,0x20,11.075,11.075,18.9,19.11
2022-06-02T06:53:49.482811+00:00,0x20,0,9.876,19.42,0x20,106.897,10.238,17.6,0x20,8.556,283.757,19.12,0x20,180.153,0.097,90.941,19.06,0x20,10.564,10.564,17.86,19.14
2022-06-02T06:54:48.543994+00:00,0x20,107.084,9.869,19.44,0x20,106.864,10.235,17.6,0x20,8.555,283.668,19.14,0x20,180.101,0.097,90.915,19.09,0x20,10.997,10.997,18.72,19.15
2022-06-02T06:55:47.398697+00:00,0x20,107.051,9.865,19.44,0x20,106.831,10.232,17.6,0x20,8.554,283.613,19.15,0x20,180.077,0.097,90.903,19.11,0x20,11.4,11.4,19.36,19.15
2022-06-02T06:56:46.668570+00:00,0x20,106.981,9.859,19.44,0x20,106.814,10.229,17.61,0x20,8.553,283.511,19.14,0x20,180.186,0.097,90.958,19.08,0x20,11.055,11.055,19.18,19.16
